Nama Daerah,Detail,Harga,Tipe,Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Lantai,Sertifikasi,Alamat Lokasi,Kecamatan,Kota,HGB,"Lainnya (PPJB, Girik, Adat, dll)",SHM
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 192 m2,3000000000,Rumah,192,120,3,2,2,SHM - Sertifikat Hak Milik,Taman Palem Lestari,Cengkareng,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",9 KT - 3 KM - 200 m2,3500000000,Rumah,200,150,9,3,2,SHM - Sertifikat Hak Milik,Jl.Attaqwa Tomang Jakarta Barat,Grogol Petamburan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",5 KT - 2 KM - 185 m2,8500000000,Rumah,185,341,5,2,1,SHM - Sertifikat Hak Milik,"Jl. Udaka No.5, Kompleks Depdiknas, Kemanggisan Ilir, Palmerah, Jakarta Barat",Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 3 KM - 230 m2,3500000000,Rumah,230,180,5,3,2,HGB - Hak Guna Bangun,"JL. KEMBANGAN BARU III  KEMBANGAN SELATAN, KEMBANGAN, JAKARTA BARAT",Kembangan,Jakarta Barat,1,0,0
"Tomang, Jakarta Barat",3 KT - 3 KM - 440 m2,11000000000,Rumah,440,352,3,3,2,SHM - Sertifikat Hak Milik,Kemanggisan Jakarta Barat,Tomang,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",8 KT - 7 KM - 674 m2,15700000000,Rumah,674,600,8,7,2,SHM - Sertifikat Hak Milik,"JL. PURI INDAH RAYA KEMBANGAN SELATAN, KEMBANGAN, JAKARTA BARAT",Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",2 KT - 1 KM - 73 m2,850000000,Rumah,73,75,2,1,1,SHM - Sertifikat Hak Milik,Jl petukangan utara jakarta selatan,Kebon Jeruk,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 3 KM - 168 m2,2250000000,Rumah,168,56,4,3,1,SHM - Sertifikat Hak Milik,Jl. Tanjung Duren Jakarta Barat,Grogol Petamburan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 3 KM - 120 m2,2150000000,Rumah,120,56,4,3,3,SHM - Sertifikat Hak Milik,Tanjung Duren. Fast Respon WA Ridwan 08986069052,Grogol Petamburan,Jakarta Barat,0,0,1
"Daan Mogot, Jakarta Barat",3 KT - 2 KM - 69 m2,960900000,Rumah,69,72,3,2,2,SHM - Sertifikat Hak Milik,Jln raya cadas kukun pasar kemis kabupaten tangerang banten,Daan Mogot,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",5 KT - 5 KM - 700 m2,8900000000,Rumah,700,404,5,5,3,HGB - Hak Guna Bangun,Unknown,Kebon Jeruk,Jakarta Barat,1,0,0
"Kembangan, Jakarta Barat",5 KT - 5 KM - 60 m2,700000000,Rumah,60,70,5,5,1,SHM - Sertifikat Hak Milik,"Jl. Basmol Raya Gg Swadaya RT.01 RW .07 Taman Kota, Basmol, Kembangan, belakang patah tulang, Jakarta Barat",Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 3 KM - 52 m2,450000000,Rumah,52,52,3,3,1,"Lainnya (PPJB, Girik, Adat, dll)",Jalan Taruna I No. 107 Kedoya Selatan Jakarta Barat,Kebon Jeruk,Jakarta Barat,0,1,0
"Kebon Jeruk, Jakarta Barat",7 KT - 3 KM - 240 m2,3980000000,Rumah,240,120,7,3,2,SHM - Sertifikat Hak Milik,Jalan Z1 kampung baru no 22A Kebon Jeruk,Kebon Jeruk,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 3 KM - 92 m2,1200000001,Rumah,92,98,3,3,2,SHM - Sertifikat Hak Milik,Karawaci Tangerang | Belakang Cluster Baroni Summarecon Gading Serpong,Cengkareng,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 108 m2,1300000000,Rumah,108,108,3,2,2,HGB - Hak Guna Bangun,"Menceng,tegal alur",Cengkareng,Jakarta Barat,1,0,0
"Kembangan, Jakarta Barat",4 KT - 4 KM - 163 m2,4300000000,Rumah,163,144,4,4,2,SHM - Sertifikat Hak Milik,Permata mediterania srengseng jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 3 KM - 126 m2,2300000000,Rumah,126,105,4,3,2,SHM - Sertifikat Hak Milik,"Kav. Hankam Blok : W-II No. 6B 
Rt. 002 / Rw. 008 Joglo - Kembangan
Jakarta - Barat
DKI - Jakarta
Indonesia",Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",6 KT - 3 KM - 220 m2,1350000000,Rumah,220,316,6,3,1,SHM - Sertifikat Hak Milik,Jl pondok aren tangerang selatan,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 3 KM - 110 m2,1700000000,Rumah,110,55,4,3,2,SHM - Sertifikat Hak Milik,Duta garden,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 3 KM - 141 m2,2700000000,Rumah,141,84,3,3,3,SHM - Sertifikat Hak Milik,Gading serpong,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",2 KT - 1 KM - 45 m2,399999999,Rumah,45,90,2,1,1,SHM - Sertifikat Hak Milik,Cluster Kintamani Citra Maja Raya,Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 3 KM - 150 m2,1701416258,Rumah,150,50,4,3,3,SHM - Sertifikat Hak Milik,Duta Garden,Kembangan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 1 KM - 45 m2,390000000,Rumah,45,88,2,1,1,SHM - Sertifikat Hak Milik,Kompleks Cibubur Indah 2,Palmerah,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 2 KM - 61 m2,1300000000,Rumah,61,87,4,2,3,SHM - Sertifikat Hak Milik,Jl Makaliwe,Grogol Petamburan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 300 m2,3000000000,Rumah,300,250,5,4,2,SHM - Sertifikat Hak Milik,"Kav DKI Meruya,Jakarta Barat",Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 1 KM - 59 m2,700000000,Rumah,59,60,3,1,1,SHM - Sertifikat Hak Milik,Jl kembangan jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 3 KM - 200 m2,4450000000,Rumah,200,144,4,3,1,SHM - Sertifikat Hak Milik,Hub frans cen 087881532156 bisa wa/telp Atau 087888602906 bisa wa/telp,Kebon Jeruk,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 2 KM - 118 m2,850000000,Rumah,118,60,4,2,2,SHM - Sertifikat Hak Milik,Jl tanjung priok jakarta utara,Grogol Petamburan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",6 KT - 5 KM - 200 m2,2500000000,Rumah,200,126,6,5,3,SHM - Sertifikat Hak Milik,Hub frans cen 087881532156 bisa wa/telp Atau 087888602906 bisa wa/telp,Kebon Jeruk,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",4 KT - 4 KM - 250 m2,3500000000,Rumah,250,240,4,4,3,SHM - Sertifikat Hak Milik,Dukuh barat tanjung duren,Tanjung Duren,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 120 m2,780000000,Rumah,120,60,3,2,2,SHM - Sertifikat Hak Milik,Jl Cengkareng jakarta barat,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 3 KM - 280 m2,2700000000,Rumah,280,150,5,3,2,SHM - Sertifikat Hak Milik,Jl taman meruya ilir,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 2 KM - 135 m2,1500000000,Rumah,135,80,2,2,2,SHM - Sertifikat Hak Milik,Jl Raya Cengkareng Indah Cengkareng Timur Jkt Barat,Cengkareng,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",3 KT - 3 KM - 90 m2,1195000000,Rumah,90,36,3,3,3,SHM - Sertifikat Hak Milik,Unknown,Tanjung Duren,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 105 m2,850000000,Rumah,105,105,3,2,1,SHM - Sertifikat Hak Milik,"Jalan H.M. Rahum No.92, RT002 / RW01, Kelurahan Duri Kosambi, Kecamatan Cengkareng, Jakarta Barat 11750",Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 3 KM - 80 m2,1100000000,Rumah,80,140,5,3,2,SHM - Sertifikat Hak Milik,"Jln. H. Sa'aba Komplek Unilever Blok A7 No. 7, 004/009 Meruya Selatan Jakarta Barat",Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",5 KT - 6 KM - 450 m2,9000000000,Rumah,450,330,5,6,2,"Lainnya (PPJB, Girik, Adat, dll)",Kebon jeruk,Kebon Jeruk,Jakarta Barat,0,1,0
"Kembangan, Jakarta Barat",4 KT - 4 KM - 120 m2,1030000000,Rumah,120,122,4,4,1,SHM - Sertifikat Hak Milik,Jl meruya selatan jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",5 KT - 3 KM - 142 m2,4250000000,Rumah,142,165,5,3,2,HGB - Hak Guna Bangun,Jl Tunjung 1 Tomang,Grogol Petamburan,Jakarta Barat,1,0,0
"Kebon Jeruk, Jakarta Barat",4 KT - 3 KM - 400 m2,4500000000,Rumah,400,176,4,3,3,SHM - Sertifikat Hak Milik,Duri Kepa. peminat serius hub: Ridwan 08986069052,Kebon Jeruk,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",6 KT - 4 KM - 218 m2,5800000000,Rumah,218,153,6,4,2,SHM - Sertifikat Hak Milik,Tanjung Duren. peminat serius hub: Ridwan 08986069052,Grogol Petamburan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",6 KT - 6 KM - 330 m2,5900000000,Rumah,330,114,6,6,2,SHM - Sertifikat Hak Milik,Kavling Polri Jelambar. peminat serius hub: Ridwan 08986069052,Grogol Petamburan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 2 KM - 77 m2,508000000,Rumah,77,72,4,2,2,SHM - Sertifikat Hak Milik,Aryana Karawaci Tangerang.,Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 2 KM - 180 m2,1600000000,Rumah,180,101,5,2,2,SHM - Sertifikat Hak Milik,Cluster bassoka joglo jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",7 KT - 3 KM - 180 m2,12500000001,Rumah,180,628,7,3,2,SHM - Sertifikat Hak Milik,Kebon jeruk jakbar,Kebon Jeruk,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 100 m2,1100000000,Rumah,100,150,3,2,1,SHM - Sertifikat Hak Milik,perumahan rawa buaya kel.rawa buaya kec.cengkareng kota jakarta barat,Cengkareng,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",3 KT - 2 KM - 63 m2,1500000000,Rumah,63,91,3,2,2,HGB - Hak Guna Bangun,bintaro,Tanjung Duren,Jakarta Barat,1,0,0
"Grogol Petamburan, Jakarta Barat",5 KT - 5 KM - 139 m2,2300000000,Rumah,139,140,5,5,2,SHM - Sertifikat Hak Milik,parigi bintaro,Grogol Petamburan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 4 KM - 110 m2,1700000000,Rumah,110,85,4,4,2,SHM - Sertifikat Hak Milik,Larangan - komplek dki joglo,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",5 KT - 3 KM - 228 m2,4750000000,Rumah,228,228,5,3,2,SHM - Sertifikat Hak Milik,Taman kedoya baru,Kebon Jeruk,Jakarta Barat,0,0,1
"Tomang, Jakarta Barat",3 KT - 3 KM - 120 m2,1560000000,Rumah,120,98,3,3,2,SHM - Sertifikat Hak Milik,legoso,Tomang,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",5 KT - 3 KM - 201 m2,3500000000,Rumah,201,195,5,3,2,SHM - Sertifikat Hak Milik,"Kapuk No.13 13 14, RT.13/RW.14, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 4 KM - 300 m2,5750000000,Rumah,300,300,4,4,1,SHM - Sertifikat Hak Milik,JL.PERUMAHAN GREEN GARDEN - KEDOYA - KAB KEBON JERUK - JAKARTA BARAT 11520,Kebon Jeruk,Jakarta Barat,0,0,1
"Tomang, Jakarta Barat",7 KT - 5 KM - 640 m2,15250000000,Rumah,640,590,7,5,2,SHM - Sertifikat Hak Milik,JL.Permata Tawakal Tomang - Jakarta Barat,Tomang,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",2 KT - 2 KM - 110 m2,670000000,Rumah,110,60,2,2,2,SHM - Sertifikat Hak Milik,Jl meruya selatan jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",2 KT - 2 KM - 98 m2,1420000000,Rumah,98,40,2,2,1,SHM - Sertifikat Hak Milik,Jelambar,Grogol Petamburan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",3 KT - 3 KM - 117 m2,1500000000,Rumah,117,54,3,3,3,SHM - Sertifikat Hak Milik,Jelambar,Grogol Petamburan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",5 KT - 4 KM - 600 m2,4845700000,Rumah,600,514,5,4,2,SHM - Sertifikat Hak Milik,Kebon Jeruk,Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 1 KM - 120 m2,2850000000,Rumah,120,167,4,1,1,SHM - Sertifikat Hak Milik,Joglo Jakarta Barat,Kebon Jeruk,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",4 KT - 4 KM - 230 m2,3200000000,Rumah,230,270,4,4,1,SHM - Sertifikat Hak Milik,Jl. Dr. Muwardi IIF,Grogol Petamburan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 3 KM - 340 m2,5000000000,Rumah,340,260,4,3,2,SHM - Sertifikat Hak Milik,"Kompleks persada sayang, jl.Shinta",Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",2 KT - 1 KM - 45 m2,475000000,Rumah,45,50,2,1,1,SHM - Sertifikat Hak Milik,Cipondoh kota Tangerang,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 3 KM - 198 m2,1850000000,Rumah,198,200,3,3,1,SHM - Sertifikat Hak Milik,Jl kembangan jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",2 KT - 1 KM - 150 m2,1600000000,Rumah,150,150,2,1,1,HGB - Hak Guna Bangun,Jl jelamba utama X,Grogol Petamburan,Jakarta Barat,1,0,0
"Kembangan, Jakarta Barat",2 KT - 2 KM - 60 m2,450000000,Rumah,60,60,2,2,1,SHM - Sertifikat Hak Milik,"Kembangan selatan, jakarta barat",Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 130 m2,1800000000,Rumah,130,108,3,2,2,SHM - Sertifikat Hak Milik,"KELAPA DUA, KEBUN JERUK - JAKARTA BARAT",Kebon Jeruk,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 1 KM - 30 m2,400000000,Rumah,30,30,2,1,2,"Lainnya (PPJB, Girik, Adat, dll)",Kemanggisan jl bakti III dalam,Palmerah,Jakarta Barat,0,1,0
"Cengkareng, Jakarta Barat",2 KT - 2 KM - 50 m2,1300000000,Rumah,50,50,2,2,2,"Lainnya (PPJB, Girik, Adat, dll)","Cluster pasadena blok F no 15
Cengkareng timur,jakarta barat",Cengkareng,Jakarta Barat,0,1,0
"Palmerah, Jakarta Barat",3 KT - 1 KM - 60 m2,500000000,Rumah,60,60,3,1,1,SHM - Sertifikat Hak Milik,jln.swadaya buaran ampera no.52a belakang kampus unpam viktor,Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 220 m2,5800000000,Rumah,220,200,5,4,2,SHM - Sertifikat Hak Milik,PURI MANSION BUCKINGHAM RAYA KEMBANGAN - JAKARTA BARAT,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",5 KT - 4 KM - 200 m2,2350000000,Rumah,200,120,5,4,2,SHM - Sertifikat Hak Milik,Mutiara Taman Palem Cluster C,Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",5 KT - 3 KM - 350 m2,4700000000,Rumah,350,228,5,3,2,SHM - Sertifikat Hak Milik,Kompleks taman kedoya baru residence,Kebon Jeruk,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",2 KT - 1 KM - 120 m2,1400000000,Rumah,120,120,2,1,1,"Lainnya (PPJB, Girik, Adat, dll)",Jl tanjung duren timur 1,Tanjung Duren,Jakarta Barat,0,1,0
"Kembangan, Jakarta Barat",8 KT - 4 KM - 385 m2,11000000000,Rumah,385,503,8,4,2,SHM - Sertifikat Hak Milik,Taman Aries Jakarta Barat,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 3 KM - 129 m2,3250000000,Rumah,129,161,4,3,2,SHM - Sertifikat Hak Milik,Taman Aries Jakarta Barat,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",6 KT - 4 KM - 73 m2,3000000000,Rumah,73,201,6,4,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 1 KM - 94 m2,1350000000,Rumah,94,46,3,1,3,SHM - Sertifikat Hak Milik,Unknown,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 2 KM - 400 m2,5000000000,Rumah,400,880,4,2,1,SHM - Sertifikat Hak Milik,"JL. WR SUPRATMAN GG.V No.1 , Kepatihan Jombang Jawa Timur",Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 2 KM - 170 m2,1500000000,Rumah,170,122,4,2,2,SHM - Sertifikat Hak Milik,Jl taman meruya ilir jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 1 KM - 60 m2,285000000,Rumah,60,60,2,1,1,SHM - Sertifikat Hak Milik,Perumahan taman Adiyasa,Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 2 KM - 205 m2,800000000,Rumah,205,158,4,2,2,"Lainnya (PPJB, Girik, Adat, dll)",Jl ciledug tangerang,Kembangan,Jakarta Barat,0,1,0
"Cengkareng, Jakarta Barat",2 KT - 1 KM - 62 m2,1750000000,Rumah,62,120,2,1,1,SHM - Sertifikat Hak Milik,Citra Garden 1,Cengkareng,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",3 KT - 2 KM - 215 m2,5250000000,Rumah,215,168,3,2,2,SHM - Sertifikat Hak Milik,jelambar jl pakuwon jakarta barat,Grogol Petamburan,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",1 KT - 1 KM - 30 m2,400000000,Rumah,30,30,1,1,2,HGB - Hak Guna Bangun,Jl. Jelambar Setia Jaya XI,Grogol Petamburan,Jakarta Barat,1,0,0
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 69 m2,795000000,Rumah,69,72,3,2,2,SHM - Sertifikat Hak Milik,Karawaci,Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 3 KM - 63 m2,399000000,Rumah,63,57,3,3,2,SHM - Sertifikat Hak Milik,Serpong,Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 3 KM - 63 m2,995000000,Rumah,63,61,3,3,2,SHM - Sertifikat Hak Milik,Cipondoh,Kebon Jeruk,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 2 KM - 77 m2,508000000,Rumah,77,72,4,2,2,SHM - Sertifikat Hak Milik,"Jl.Raya Binong Karawaci Tangerang
Aryana Karawaci Tangerang",Cengkareng,Jakarta Barat,0,0,1
"Grogol Petamburan, Jakarta Barat",2 KT - 2 KM - 48 m2,198000000,Rumah,48,60,2,2,1,SHM - Sertifikat Hak Milik,"Perum Bukit Cikasungka Tigaraksa Tangerang, Perumahan Dekat Stasiun Tigaraksa Dan Pintu Tol Baru Cileles",Grogol Petamburan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 2 KM - 290 m2,2200000000,Rumah,290,318,4,2,1,SHM - Sertifikat Hak Milik,Jl joglo jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 3 KM - 200 m2,5700000000,Rumah,200,150,4,3,2,SHM - Sertifikat Hak Milik,Taman Kedoya Baru,Kebon Jeruk,Jakarta Barat,0,0,1
"Daan Mogot, Jakarta Barat",3 KT - 3 KM - 120 m2,4350000000,Rumah,120,119,3,3,2,SHM - Sertifikat Hak Milik,DAAN MOGOT,Daan Mogot,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 3 KM - 55 m2,399000000,Rumah,55,60,3,3,2,SHM - Sertifikat Hak Milik,"Gading Serpong jl raya legok, Tangerang",Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",6 KT - 3 KM - 200 m2,3900000000,Rumah,200,201,6,3,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 3 KM - 285 m2,2800000000,Rumah,285,208,5,3,2,SHM - Sertifikat Hak Milik,Jl taman meruya ilir,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 3 KM - 150 m2,3900000000,Rumah,150,200,4,3,1,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 2 KM - 150 m2,4250000000,Rumah,150,200,3,2,1,SHM - Sertifikat Hak Milik,Taman Aries,Kembangan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",2 KT - 2 KM - 64 m2,800000000,Rumah,64,48,2,2,2,SHM - Sertifikat Hak Milik,Larangan Kota Tangerang,Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 4 KM - 120 m2,2900000000,Rumah,120,150,5,4,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Tanjung Duren, Jakarta Barat",4 KT - 2 KM - 265 m2,2600000000,Rumah,265,208,4,2,2,SHM - Sertifikat Hak Milik,Jl petojo jakarta barat,Tanjung Duren,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 1 KM - 98 m2,990000000,Rumah,98,100,3,1,1,SHM - Sertifikat Hak Milik,Jl meruya selatan jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",2 KT - 1 KM - 29 m2,305800000,Rumah,29,71,2,1,1,SHM - Sertifikat Hak Milik,Lokasi 800m dari stasiun maja,Cengkareng,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",3 KT - 2 KM - 108 m2,2250000000,Rumah,108,120,3,2,1,SHM - Sertifikat Hak Milik,"Jl. Palapa Raya No.20A, Kebon Jeruk",Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",2 KT - 2 KM - 64 m2,800000000,Rumah,64,48,2,2,2,SHM - Sertifikat Hak Milik,Larangan Kota Tangerang,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 3 KM - 506 m2,12000000000,Rumah,506,506,4,3,1,SHM - Sertifikat Hak Milik,"Jl. Kedoya Raya Selatan, Jakarta Barat",Kebon Jeruk,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",4 KT - 2 KM - 96 m2,540000000,Rumah,96,32,4,2,3,SHM - Sertifikat Hak Milik,Jln Sulaeman A1 No 13 Rt 02/04 Kel Kemanggisan Jakarta Barat,Palmerah,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",3 KT - 2 KM - 125 m2,1500000000,Rumah,125,150,3,2,1,SHM - Sertifikat Hak Milik,Komplek adiyaksa jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",4 KT - 2 KM - 132 m2,1800000000,Rumah,132,90,4,2,2,SHM - Sertifikat Hak Milik,Duri Kosambi,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 5 KM - 250 m2,2500000000,Rumah,250,183,5,5,3,SHM - Sertifikat Hak Milik,Joglo jakarta barat,Kembangan,Jakarta Barat,0,0,1
"Palmerah, Jakarta Barat",4 KT - 3 KM - 124 m2,2600000000,Rumah,124,55,4,3,3,SHM - Sertifikat Hak Milik,JL PALM UTAMA JAKARTA BARAT,Palmerah,Jakarta Barat,0,0,1
"Cengkareng, Jakarta Barat",3 KT - 2 KM - 100 m2,4000000000,Rumah,100,285,3,2,1,SHM - Sertifikat Hak Milik,Jln H Nimin Rawa Buaya Cengkareng Jak Bar,Cengkareng,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 4 KM - 150 m2,1750000000,Rumah,150,120,4,4,1,SHM - Sertifikat Hak Milik,Taman Meruya ilir Blok i2 no.41 KEMBANGAN JAKARTA BARAT,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",7 KT - 4 KM - 250 m2,4000000000,Rumah,250,325,7,4,2,SHM - Sertifikat Hak Milik,Jln daud raya kebon jeruk rawa belong jakarta barat,Kebon Jeruk,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",8 KT - 7 KM - 142 m2,2000000000,Rumah,142,142,8,7,2,SHM - Sertifikat Hak Milik,"Jl. Kedoya Raya Gg. Genteng, Kedoya Selatan, Kebon Jeruk, Jakarta Barat",Kebon Jeruk,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",5 KT - 5 KM - 180 m2,2550000000,Rumah,180,125,5,5,2,SHM - Sertifikat Hak Milik,Meruya Kembangan Jak-Bar .wa 0819.5358.0179,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",6 KT - 3 KM - 150 m2,3800000000,Rumah,150,217,6,3,2,SHM - Sertifikat Hak Milik,Taman Meruya Ilir,Kembangan,Jakarta Barat,0,0,1
"Kembangan, Jakarta Barat",4 KT - 3 KM - 220 m2,5800000000,Rumah,220,200,4,3,2,SHM - Sertifikat Hak Milik,Unknown,Kembangan,Jakarta Barat,0,0,1
"Kebon Jeruk, Jakarta Barat",4 KT - 1 KM - 100 m2,4600000000,Rumah,100,230,4,1,1,SHM - Sertifikat Hak Milik,"Tomang City Garden, Kemanggisan/Kebon Jeruk",Kebon Jeruk,Jakarta Barat,0,0,1
